chr	chromStart	chromEnd	name	FC	strand	lg.p	lg.fdr	fold_enrchment	diff.lg.fdr	diff.lg.p	score	ENSEMBL_ID	Symbol	Functional_Location	Regulation	Min_Peak	Centre_Peak_Position	DisENg	diff.log2.fc	Distance	DistanceN	Gene
12	128333868	128333964	m6Ainputs.103647	0.352	-	-7.7	-7.12	7.78	-0.436	-1.18	2.00E-08	ENSG00000181234	TMEM132C	Intron	None	N	128333916	-81255	-0.76	81255	-81255	
12	128414846	128415496	m6Ainputs.103623	-0.76	+	-12.1	-11.2	9.92	-1.84	-3.58	7.90E-13	ENSG00000181234	TMEM132C	Greatest FC peak	Down	Y	128415171	0	-0.76	0	0	TMEM132C
12	128421491	128421642	m6Ainputs.103695	0.894	-	-8.89	-8.23	10.2	-0.549	-1.44	1.30E-09	ENSG00000181234	TMEM132C	Intron	None	N	128421566	6395	-0.76	6395	6395	
12	128705316	128706516	m6Ainputs.103623	-0.175	+	-13.8	-12.7	79.3	0	0	1.60E-14	ENSG00000181234	TMEM132C	Exon	None	N	128705916	290745	-0.76	290745	290745	
12	132551175	132551324	ENSG00000280287	-0.0346	+	-9.33	-8.63	6.54	-1.14	-2.57	4.70E-10	ENSG00000280287	AC131212.3	Exon	None	N	132551249	-2953	-1.36	2953	-2953	
12	132551472	132551721	ENSG00000280287	0.511	+	-4.59	-4.18	17	-1.1	-2.49	2.60E-05	ENSG00000280287	AC131212.3	Exon	None	N	132551596	-2606	-1.36	2606	-2606	
12	132552366	132552813	ENSG00000280287	0.388	+	-9.43	-8.73	14.7	-2.58	-4.53	3.70E-10	ENSG00000280287	AC131212.3	Exon	None	N	132552589	-1613	-1.36	1613	-1613	
12	132553160	132553558	ENSG00000280287	-0.295	+	-5.54	-5.08	13.5	-0.702	-1.78	2.90E-06	ENSG00000280287	AC131212.3	Exon	None	N	132553359	-843	-1.36	843	-843	
12	132553705	132553806	ENSG00000280287	-0.986	+	-7.95	-7.35	4.93	-1.39	-2.94	1.10E-08	ENSG00000280287	AC131212.3	Exon	Down	N	132553755	-447	-1.36	447	-447	
12	132554152	132554252	ENSG00000280287	-1.36	+	-4.3	-3.9	2.74	-2.34	-4.22	5.00E-05	ENSG00000280287	AC131212.3	Exon	Down	Y	132554202	0	-1.36	0	0	
12	4909954	4910055	m6Ainputs.83855	-0.34	+	-16.5	-15.3	14.1	0	-0.147	3.20E-17	ENSG00000111262	KCNA1	Exon	None	N	4910004	-3387	-0.851	3387	-3387	
12	4911070	4911220	m6Ainputs.83855	-0.0998	+	-5.88	-5.4	2.29	-1.73	-3.42	1.30E-06	ENSG00000111262	KCNA1	Exon	None	N	4911145	-2246	-0.851	2246	-2246	
12	4911968	4912269	m6Ainputs.83855	0.259	+	-10.2	-9.45	39.7	-0.183	-0.592	6.30E-11	ENSG00000111262	KCNA1	Exon	None	N	4912118	-1273	-0.851	1273	-1273	
12	4912567	4913067	m6Ainputs.83855	0.22	+	-10.2	-9.45	21.3	-0.462	-1.24	6.30E-11	ENSG00000111262	KCNA1	Exon	None	N	4912817	-574	-0.851	574	-574	
12	4913266	4913517	m6Ainputs.83855	-0.851	+	-7.56	-6.98	5.88	-2.35	-4.24	2.80E-08	ENSG00000111262	KCNA1	Exon	Down	Y	4913391	0	-0.851	0	0	
12	4914714	4914864	m6Ainputs.83855	-0.809	+	-16	-14.8	22	-0.713	-1.81	1.00E-16	ENSG00000111262	KCNA1	Exon	None	N	4914789	1398	-0.851	1398	1398	
12	4915462	4915963	m6Ainputs.83855	0.307	+	-5.68	-5.22	62	-0.21	-0.653	2.10E-06	ENSG00000111262	KCNA1	Exon	None	N	4915712	2321	-0.851	2321	2321	
12	4917808	4918059	m6Ainputs.83855	-0.128	+	-6.45	-5.95	22.7	-0.595	-1.54	3.50E-07	ENSG00000111262	KCNA1	Exon	None	N	4917933	4542	-0.851	4542	4542	
13	113118733	113118884	m6Ainputs.116051	1.4	+	-4.11	-3.72	3.33	-0.795	-1.97	7.80E-05	ENSG00000057593	F7	Exon	None	N	113118808	-1648	-0.684	1648	-1648	
13	113119033	113119283	m6Ainputs.116051	0.249	+	-9.26	-8.57	16.6	-0.282	-0.82	5.50E-10	ENSG00000057593	F7	Exon	None	N	113119158	-1298	-0.684	1298	-1298	
13	113120331	113120581	m6Ainputs.116051	-0.684	+	-6.23	-4.79	5.83	-1.43	-3.01	5.90E-07	ENSG00000057593	F7	Exon	Down	Y	113120456	0	-0.684	0	0	
13	113953575	113954222	m6Ainputs.116703	0.725	-	-6.28	-5.78	24.6	-5.79	-8.35	5.20E-07	ENSG00000283199	FP565324.1	Exon	None	N	113953898	-883	-2	883	-883	
13	113953583	113954233	m6Ainputs.116702	0.801	+	-6.18	-5.69	32.2	-4.44	-6.8	6.60E-07	ENSG00000283199	FP565324.1	Exon	None	N	113953908	-873	-2	873	-873	
13	113954371	113954620	m6Ainputs.116703	-0.754	-	-6.2	-5.71	23.9	-0.815	-2.01	6.30E-07	ENSG00000283199	FP565324.1	Exon	None	N	113954495	-286	-2	286	-286	
13	113954382	113954632	m6Ainputs.116702	-0.847	+	-8.41	-7.78	24.7	-1.33	-2.86	3.90E-09	ENSG00000283199	FP565324.1	Exon	Down	N	113954507	-274	-2	274	-274	
13	113954719	113954819	m6Ainputs.116703	-1.21	-	-6.2	-4.77	3.92	-0.455	-1.23	6.30E-07	ENSG00000283199	FP565324.1	Exon	None	N	113954769	-12	-2	12	-12	
13	113954731	113954832	m6Ainputs.116702	-2	+	-2.74	-1.57	4.44	-0.56	-1.46	0.0018	ENSG00000283199	FP565324.1	Exon	None	Y	113954781	0	-2	0	0	
13	113956496	113956747	m6Ainputs.116708	2.34	-	-6.78	-6.26	23.8	-2.9	-4.94	1.70E-07	ENSG00000283199	FP565324.1	Exon	up	N	113956621	1840	-2	1840	1840	
13	113973717	113974167	m6Ainputs.116708	-0.131	-	-6.17	-5.68	7.53	-0.693	-1.76	6.80E-07	ENSG00000283199	FP565324.1	Exon	None	N	113973942	19161	-2	19161	19161	
13	113973752	113974153	m6Ainputs.116709	0.228	+	-6.07	-5.59	5.89	-2.37	-4.27	8.50E-07	ENSG00000283199	FP565324.1	Exon	None	N	113973952	19171	-2	19171	19171	
13	48411924	48412075	m6Ainputs.109926	0.856	-	-12.5	-11.5	9.65	-0.792	-1.96	3.20E-13	ENSG00000139679	LPAR6	Exon	None	N	48411999	-2293	-0.694	2293	-2293	
13	48412324	48412524	m6Ainputs.109926	0.267	-	-11.2	-10.4	16.1	-0.441	-1.19	6.30E-12	ENSG00000139679	LPAR6	Exon	None	N	48412424	-1868	-0.694	1868	-1868	
13	48412623	48412774	m6Ainputs.109926	0.516	-	-10.6	-9.84	7.33	-0.367	-1.02	2.50E-11	ENSG00000139679	LPAR6	Exon	None	N	48412698	-1594	-0.694	1594	-1594	
13	48412873	48415712	m6Ainputs.109926	-0.694	-	-10.6	-9.84	28.7	-2.12	-3.94	2.50E-11	ENSG00000139679	LPAR6	Exon	Down	Y	48414292	0	-0.694	0	0	
13	72746646	72746747	m6Ainputs.112083	-0.3	+	-3.92	-3.54	4	-0.217	-0.67	0.00012	ENSG00000136122	BORA	Exon	None	N	72746696	-224	-0.73	224	-224	
13	72746845	72746996	m6Ainputs.112083	-0.73	+	-15.4	-14.3	10.1	-1.5	-3.11	4.00E-16	ENSG00000136122	BORA	Exon	Down	Y	72746920	0	-0.73	0	0	
14	105050788	105051289	m6Ainputs.134526	-0.763	-	-5.41	-4.96	10.7	-3.42	-5.56	3.90E-06	ENSG00000183484	GPR132	Greatest FC peak	Down	Y	105051038	0	-0.763	0	0	GPR132
14	105051487	105051638	m6Ainputs.134526	-0.00295	-	-7.74	-7.15	6	0	0	1.80E-08	ENSG00000183484	GPR132	Exon	None	N	105051562	524	-0.763	524	524	
14	105054017	105054118	m6Ainputs.134526	-1.36	-	-3.01	-1.82	3.44	0	0	0.00098	ENSG00000183484	GPR132	Intron	None	N	105054067	3029	-0.763	3029	3029	
14	105055488	105055839	m6Ainputs.134526	-0.127	-	-5.9	-5.43	12.9	-0.675	-1.72	1.30E-06	ENSG00000183484	GPR132	Exon	None	N	105055663	4625	-0.763	4625	4625	
14	105055938	105056139	m6Ainputs.134526	0.174	-	-6.3	-4.85	3.67	-1.4	-2.97	5.00E-07	ENSG00000183484	GPR132	Exon	None	N	105056038	5000	-0.763	5000	5000	
14	23126991	23127242	m6Ainputs.117401	-0.741	-	-8.54	-7.9	2.09	-1.37	-2.93	2.90E-09	ENSG00000092068	SLC7A8	Exon	Down	Y	23127116	0	-0.741	0	0	
14	23183473	23183674	m6Ainputs.117401	-0.286	-	-30.1	-27.9	67.3	-0.0745	-0.36	7.90E-31	ENSG00000092068	SLC7A8	Exon	None	N	23183573	56457	-0.741	56457	56457	
14	24146240	24146659	m6Ainputs.117714	0.0251	-	-8.94	-8.27	3.69	-0.307	-0.877	1.10E-09	ENSG00000100911	PSME2	Exon	None	N	24146449	-721	-0.874	721	-721	
14	24146732	24147609	m6Ainputs.117713	-0.874	+	-6.4	-5.9	3.79	-1.42	-2.99	4.00E-07	ENSG00000100911	PSME2	Exon	Down	Y	24147170	0	-0.874	0	0	
14	24146808	24147008	m6Ainputs.117714	-0.26	-	-9.37	-8.67	3.63	0	0	4.30E-10	ENSG00000100911	PSME2	Exon	None	N	24146908	-262	-0.874	262	-262	
14	24147206	24147570	m6Ainputs.117714	-0.786	-	-7.88	-7.28	3.83	-0.268	-0.788	1.30E-08	ENSG00000100911	PSME2	Exon	None	N	24147388	218	-0.874	218	218	
14	52327320	52327419	m6Ainputs.122841	-2.88	+	-2.85	-2.5	8.56	-3.44	-5.58	0.0014	ENSG00000125384	PTGER2	Exon	Down	Y	52327369	0	-2.88	0	0	
14	52327567	52327716	m6Ainputs.122841	-2.33	+	-2.85	-1.67	2.17	-3.72	-5.93	0.0014	ENSG00000125384	PTGER2	Exon	Down	N	52327641	272	-2.88	272	272	
15	66702251	66702700	m6Ainputs.142382	-0.612	+	-11.8	-10.9	28.8	-4.04	-6.33	1.60E-12	ENSG00000137834	SMAD6	Exon	Down	Y	66702475	0	-0.612	0	0	
15	66703196	66703645	m6Ainputs.142382	0.414	+	-12.4	-11.5	64.6	-4.05	-6.36	4.00E-13	ENSG00000137834	SMAD6	Exon	None	N	66703420	945	-0.612	945	945	
15	66703744	66703845	m6Ainputs.142382	-0.445	+	-13.3	-12.3	29.2	-1.57	-3.19	5.00E-14	ENSG00000137834	SMAD6	Exon	None	N	66703794	1319	-0.612	1319	1319	
15	75206054	75206305	m6Ainputs.144606	-0.449	+	-16.5	-15.3	7.1	0	0	3.20E-17	ENSG00000167173	C15orf39	Exon	None	N	75206179	-2624	-0.629	2624	-2624	
15	75206454	75206855	m6Ainputs.144606	0.0426	+	-16.5	-15.3	23.2	-0.0789	-0.369	3.20E-17	ENSG00000167173	C15orf39	Exon	None	N	75206654	-2149	-0.629	2149	-2149	
15	75207004	75207305	m6Ainputs.144606	-0.242	+	-16.5	-15.3	9.53	-0.504	-1.34	3.20E-17	ENSG00000167173	C15orf39	Exon	None	N	75207154	-1649	-0.629	1649	-1649	
15	75207504	75207755	m6Ainputs.144606	-0.075	+	-16.5	-15.3	8.67	0	-0.19	3.20E-17	ENSG00000167173	C15orf39	Exon	None	N	75207629	-1174	-0.629	1174	-1174	
15	75207854	75208554	m6Ainputs.144606	-0.235	+	-16.5	-15.3	11.5	-0.594	-1.53	3.20E-17	ENSG00000167173	C15orf39	Exon	None	N	75208204	-599	-0.629	599	-599	
15	75208653	75208954	m6Ainputs.144606	-0.629	+	-16.5	-15.3	2.54	-2.71	-4.71	3.20E-17	ENSG00000167173	C15orf39	Exon	Down	Y	75208803	0	-0.629	0	0	
15	77613620	77614166	m6Ainputs.145126	-0.565	-	-17	-15.8	45.8	-0.181	-0.588	1.00E-17	ENSG00000169783	LINGO1	Exon	None	N	77613893	-11200	-0.96	11200	-11200	
15	77614264	77614859	m6Ainputs.145126	-0.616	-	-17	-15.8	7.44	-0.242	-0.726	1.00E-17	ENSG00000169783	LINGO1	Exon	None	N	77614561	-10532	-0.96	10532	-10532	
15	77615056	77615205	m6Ainputs.145126	-0.227	-	-17	-15.8	6.65	0	0	1.00E-17	ENSG00000169783	LINGO1	Exon	None	N	77615130	-9963	-0.96	9963	-9963	
15	77615353	77615750	m6Ainputs.145126	-0.126	-	-17	-15.8	4.56	0	-0.0692	1.00E-17	ENSG00000169783	LINGO1	Exon	None	N	77615551	-9542	-0.96	9542	-9542	
15	77615897	77634290	m6Ainputs.145126	-0.96	-	-17	-15.8	2.58	-1.65	-3.3	1.00E-17	ENSG00000169783	LINGO1	Exon	Down	Y	77625093	0	-0.96	0	0	
16	1079169	1079267	m6Ainputs.149897	0.737	+	-3.82	-3.44	6.08	-1.7	-3.38	0.00015	ENSG00000162009	SSTR5	Exon	None	N	1079218	-753	-0.925	753	-753	
16	1079801	1080142	m6Ainputs.149897	-0.925	+	-3.29	-2.93	14.6	-3.6	-5.79	0.00051	ENSG00000162009	SSTR5	Exon	Down	Y	1079971	0	-0.925	0	0	
16	11254531	11254632	m6Ainputs.151894	0.499	-	-9.62	-8.9	4.71	-1.09	-2.48	2.40E-10	ENSG00000185338	SOCS1	Exon	None	N	11254581	-224	-1.17	224	-224	
16	11254730	11254881	m6Ainputs.151894	-1.17	-	-9.62	-8.9	2.2	-1.92	-3.69	2.40E-10	ENSG00000185338	SOCS1	Exon	Down	Y	11254805	0	-1.17	0	0	
16	11255030	11255330	m6Ainputs.151894	0.016	-	-9.62	-8.9	5.54	-0.518	-1.37	2.40E-10	ENSG00000185338	SOCS1	Exon	None	N	11255180	375	-1.17	375	375	
16	2964190	2964388	m6Ainputs.150357	-0.086	+	-28.5	-26.5	10.1	-0.271	-0.794	3.20E-29	ENSG00000131650	KREMEN2	Exon	None	N	2964289	-3403	-0.642	3403	-3403	
16	2967642	2967742	m6Ainputs.150357	-0.642	+	-15.3	-14.1	2.76	-3.31	-5.44	5.00E-16	ENSG00000131650	KREMEN2	Exon	Down	Y	2967692	0	-0.642	0	0	
16	30397412	30398461	m6Ainputs.155782	-0.0233	+	-15.8	-14.7	35.9	-3.46	-5.62	1.60E-16	ENSG00000180035	ZNF48	Exon	None	N	30397936	-1223	-0.665	1223	-1223	
16	30399059	30399260	m6Ainputs.155782	-0.665	+	-11.7	-10.8	4.15	-1.97	-3.75	2.00E-12	ENSG00000180035	ZNF48	Exon	Down	Y	30399159	0	-0.665	0	0	
16	30399358	30399459	m6Ainputs.155782	0.0572	+	-6.96	-6.42	5.13	-0.739	-1.86	1.10E-07	ENSG00000180035	ZNF48	Exon	None	N	30399408	249	-0.665	249	249	
16	371122	371372	m6Ainputs.149849	-0.58	-	-5.84	-5.37	4.08	-1.47	-3.07	1.40E-06	ENSG00000129925	TMEM8A	Exon	None	N	371247	-6231	-0.934	6231	-6231	
16	371471	371672	m6Ainputs.149849	-0.591	-	-5.84	-5.37	2.95	-1.98	-3.76	1.40E-06	ENSG00000129925	TMEM8A	Exon	Down	N	371571	-5907	-0.934	5907	-5907	
16	371821	372072	m6Ainputs.149849	-0.28	-	-7.55	-6.98	9.47	-0.0463	-0.306	2.80E-08	ENSG00000129925	TMEM8A	Exon	None	N	371946	-5532	-0.934	5532	-5532	
16	377403	377554	m6Ainputs.149849	-0.934	-	-7.15	-6.6	2.77	-1.91	-3.67	7.10E-08	ENSG00000129925	TMEM8A	Exon	Down	Y	377478	0	-0.934	0	0	
16	70380923	70381074	m6Ainputs.160515	-0.724	-	-11	-10.2	2.63	-2.64	-4.61	1.00E-11	ENSG00000157350	ST3GAL2	Exon	Down	Y	70380998	0	-0.724	0	0	
16	70381223	70381824	m6Ainputs.160515	0.0976	-	-14.5	-13.4	31.5	-0.636	-1.62	3.20E-15	ENSG00000157350	ST3GAL2	Exon	None	N	70381523	525	-0.724	525	525	
16	70398357	70398458	m6Ainputs.160515	-0.361	-	-9.17	-8.48	3.77	-0.17	-0.566	6.80E-10	ENSG00000157350	ST3GAL2	Exon	None	N	70398407	17409	-0.724	17409	17409	
16	70398607	70399108	m6Ainputs.160515	-0.103	-	-34.5	-32.1	61.8	-0.478	-1.28	3.20E-35	ENSG00000157350	ST3GAL2	Exon	None	N	70398857	17859	-0.724	17859	17859	
16	70399207	70399507	m6Ainputs.160515	-0.148	-	-34.5	-32.1	13.6	-0.263	-0.775	3.20E-35	ENSG00000157350	ST3GAL2	Exon	None	N	70399357	18359	-0.724	18359	18359	
16	70399256	70399453	ENSG00000260111	-0.161	+	-11	-10.1	14.1	-0.262	-0.774	1.00E-11	ENSG00000157350	ST3GAL2	Exon	None	N	70399354	18356	-0.724	18356	18356	
16	71859778	71859926	m6Ainputs.160090	-0.784	-	-15.8	-14.6	28.4	-0.426	-1.16	1.60E-16	ENSG00000102984	ZNF821	Exon	None	N	71859852	-2	-0.801	2	-2	
16	71859779	71859929	ENSG00000279592	-0.801	+	-10	-9.29	29.2	-0.802	-1.98	1.00E-10	ENSG00000102984	ZNF821	Exon	None	Y	71859854	0	-0.801	0	0	
16	71860024	71860222	m6Ainputs.160090	0.000814	-	-16.3	-15.1	45.1	-0.438	-1.19	5.00E-17	ENSG00000102984	ZNF821	Exon	None	N	71860123	269	-0.801	269	269	
16	71860028	71860228	ENSG00000279592	0.221	+	-10.3	-9.55	39	-0.158	-0.539	5.00E-11	ENSG00000102984	ZNF821	Exon	None	N	71860128	274	-0.801	274	274	
16	71860320	71860419	m6Ainputs.160090	-0.55	-	-8.27	-7.65	7.83	-1.81	-3.52	5.40E-09	ENSG00000102984	ZNF821	Exon	None	N	71860369	515	-0.801	515	515	
16	71860326	71860427	ENSG00000279592	-0.624	+	-5.7	-5.24	7.61	-1.48	-3.08	2.00E-06	ENSG00000102984	ZNF821	Exon	Down	N	71860376	522	-0.801	522	522	
16	727085	727255	m6Ainputs.163753	-0.843	+	-11.9	-11.1	10.2	-0.392	-1.08	1.30E-12	ENSG00000103253	HAGHL	Greatest FC peak	None	Y	727170	0	-0.843	0	0	HAGHL
16	730249	730548	m6Ainputs.163749	-0.296	-	-9.01	-8.34	2.78	-0.763	-1.91	9.80E-10	ENSG00000103253	HAGHL	Exon	None	N	730398	3228	-0.843	3228	3228	
16	733120	733679	m6Ainputs.163753	-0.712	+	-7.31	-6.75	4.89	-2.2	-4.05	4.90E-08	ENSG00000103253	HAGHL	Exon	Down	N	733399	6229	-0.843	6229	6229	
16	734216	734316	m6Ainputs.163749	-0.138	-	-4.92	-4.49	1.33	0	0	1.20E-05	ENSG00000103253	HAGHL	Exon	None	N	734266	7096	-0.843	7096	7096	
16	734415	734763	m6Ainputs.163749	-0.0112	-	-4.92	-4.49	3.93	-0.544	-1.43	1.20E-05	ENSG00000103253	HAGHL	Exon	None	N	734589	7419	-0.843	7419	7419	
16	734426	734777	m6Ainputs.163753	-0.0716	+	-3.4	-3.04	5.6	-0.933	-2.22	0.0004	ENSG00000103253	HAGHL	Exon	None	N	734601	7431	-0.843	7431	7431	
16	735175	735425	m6Ainputs.163753	-0.726	+	-18.5	-17.1	45.4	-0.426	-1.16	3.20E-19	ENSG00000103253	HAGHL	Intron	None	N	735300	8130	-0.843	8130	8130	
16	72787176	72787277	m6Ainputs.160487	-0.678	-	-7.16	-6.61	4.5	0	-0.00484	6.90E-08	ENSG00000140836	ZFHX3	Exon	None	N	72787226	-172564	-1.21	172564	-172564	
16	72787185	72787286	m6Ainputs.160488	-0.442	+	-7.74	-7.15	4.33	0	0	1.80E-08	ENSG00000140836	ZFHX3	Exon	None	N	72787235	-172555	-1.21	172555	-172555	
16	72787526	72787627	m6Ainputs.160487	-0.273	-	-7.16	-6.61	3.8	-0.417	-1.14	6.90E-08	ENSG00000140836	ZFHX3	Exon	None	N	72787576	-172214	-1.21	172214	-172214	
16	72787535	72787635	m6Ainputs.160488	-0.121	+	-7.74	-7.15	3.63	-0.243	-0.731	1.80E-08	ENSG00000140836	ZFHX3	Exon	None	N	72787585	-172205	-1.21	172205	-172205	
16	72787775	72788076	m6Ainputs.160487	-0.399	-	-6.21	-5.72	6.93	0	-0.18	6.20E-07	ENSG00000140836	ZFHX3	Exon	None	N	72787925	-171865	-1.21	171865	-171865	
16	72787784	72788085	m6Ainputs.160488	-0.408	+	-7.28	-6.72	8.33	-0.205	-0.643	5.20E-08	ENSG00000140836	ZFHX3	Exon	None	N	72787934	-171856	-1.21	171856	-171856	
16	72788175	72788425	m6Ainputs.160487	-0.1	-	-6.21	-5.72	3.06	0	-0.123	6.20E-07	ENSG00000140836	ZFHX3	Exon	None	N	72788300	-171490	-1.21	171490	-171490	
16	72788183	72788434	m6Ainputs.160488	-0.0357	+	-7.28	-6.72	2.72	-0.407	-1.11	5.20E-08	ENSG00000140836	ZFHX3	Exon	None	N	72788308	-171482	-1.21	171482	-171482	
16	72788524	72788625	m6Ainputs.160487	-0.384	-	-6.21	-5.72	11.9	0	0	6.20E-07	ENSG00000140836	ZFHX3	Exon	None	N	72788574	-171216	-1.21	171216	-171216	
16	72788533	72788634	m6Ainputs.160488	-0.647	+	-7.28	-6.72	13.3	0	0	5.20E-08	ENSG00000140836	ZFHX3	Exon	None	N	72788583	-171207	-1.21	171207	-171207	
16	72790479	72790830	m6Ainputs.160488	-0.247	+	-7.78	-7.2	7.04	-0.601	-1.55	1.70E-08	ENSG00000140836	ZFHX3	Exon	None	N	72790654	-169136	-1.21	169136	-169136	
16	72793412	72793812	m6Ainputs.160487	-0.256	-	-6.76	-6.23	5.33	0	0	1.70E-07	ENSG00000140836	ZFHX3	Exon	None	N	72793612	-166178	-1.21	166178	-166178	
16	72798104	72798254	m6Ainputs.160487	-1.18	-	-7.61	-7.03	3.85	-0.644	-1.64	2.50E-08	ENSG00000140836	ZFHX3	Exon	None	N	72798179	-161611	-1.21	161611	-161611	
16	72798353	72798504	m6Ainputs.160487	0.999	-	-7.61	-7.03	5.61	-0.184	-0.596	2.50E-08	ENSG00000140836	ZFHX3	Exon	None	N	72798428	-161362	-1.21	161362	-161362	
16	72950683	72950784	m6Ainputs.160487	-0.194	-	-5.24	-4.8	2.93	-3.91	-6.16	5.80E-06	ENSG00000140836	ZFHX3	Exon	None	N	72950733	-9057	-1.21	9057	-9057	
16	72958093	72958443	m6Ainputs.160487	-0.19	-	-7.17	-6.62	30.6	-1.19	-2.64	6.80E-08	ENSG00000140836	ZFHX3	Exon	None	N	72958268	-1522	-1.21	1522	-1522	
16	72958592	72958942	m6Ainputs.160487	-0.55	-	-7.17	-6.62	6.04	-2.62	-4.58	6.80E-08	ENSG00000140836	ZFHX3	Exon	None	N	72958767	-1023	-1.21	1023	-1023	
16	72959740	72959841	m6Ainputs.160487	-1.21	-	-3.1	-2.75	1.88	-2.73	-4.73	0.00079	ENSG00000140836	ZFHX3	Exon	Down	Y	72959790	0	-1.21	0	0	
16	88427520	88428020	m6Ainputs.162215	-0.146	+	-2.89	-2.55	46.7	-8.79	-11.8	0.0013	ENSG00000225614	ZNF469	Exon	None	N	88427770	-7916	-1.11	7916	-7916	
16	88428569	88428670	m6Ainputs.162215	0	+	-1.67	-1.36	3.43	-3.95	-6.21	0.021	ENSG00000225614	ZNF469	Exon	None	N	88428619	-7067	-1.11	7067	-7067	
16	88429018	88429169	m6Ainputs.162215	0.0751	+	-2.01	-1.69	7.38	-4.25	-6.57	0.0098	ENSG00000225614	ZNF469	Exon	None	N	88429093	-6593	-1.11	6593	-6593	
16	88433364	88433515	m6Ainputs.162215	-0.228	+	-3.02	-2.67	8.54	-7.19	-9.99	0.00095	ENSG00000225614	ZNF469	Exon	None	N	88433439	-2247	-1.11	2247	-2247	
16	88434563	88434763	m6Ainputs.162215	0.245	+	-3.52	-3.16	14.4	-5.64	-8.18	0.0003	ENSG00000225614	ZNF469	Exon	None	N	88434663	-1023	-1.11	1023	-1023	
16	88435561	88435812	m6Ainputs.162215	-1.11	+	-3.01	-2.66	7.32	-12.5	-16	0.00098	ENSG00000225614	ZNF469	Exon	Down	Y	88435686	0	-1.11	0	0	
16	88436361	88436761	m6Ainputs.162215	-0.0911	+	-3.09	-2.74	20.8	-6.46	-9.14	0.00081	ENSG00000225614	ZNF469	Exon	None	N	88436561	875	-1.11	875	875	
16	88709498	88709647	m6Ainputs.162523	-1.93	-	-5.08	-4.65	17.3	-3.58	-5.77	8.30E-06	ENSG00000174177	CTU2	Exon	Down	Y	88709572	0	-1.93	0	0	
16	88710390	88710490	m6Ainputs.162526	-0.906	+	-2.07	-1.75	6.28	-0.592	-1.53	0.0085	ENSG00000174177	CTU2	Exon	None	N	88710440	868	-1.93	868	868	
16	88715286	88715386	m6Ainputs.162526	0.439	+	-9.26	-8.57	6.75	-0.295	-0.851	5.50E-10	ENSG00000174177	CTU2	Exon	None	N	88715336	5764	-1.93	5764	5764	
17	18971230	18971730	m6Ainputs.166972	0.0206	-	-12.7	-11.8	21	-2.51	-4.45	2.00E-13	ENSG00000188522	FAM83G	Exon	None	N	18971480	-7001	-0.608	7001	-7001	
17	18977883	18978332	m6Ainputs.166972	-0.106	-	-13.6	-12.5	20.9	-1.83	-3.57	2.50E-14	ENSG00000188522	FAM83G	Exon	None	N	18978107	-374	-0.608	374	-374	
17	18978431	18978532	m6Ainputs.166972	-0.608	-	-13.6	-12.5	2.81	-1.95	-3.72	2.50E-14	ENSG00000188522	FAM83G	Exon	Down	Y	18978481	0	-0.608	0	0	
17	19003654	19004153	m6Ainputs.166972	-0.0853	-	-12.6	-11.7	6.02	-6.42	-9.09	2.50E-13	ENSG00000188522	FAM83G	Exon	None	N	19003903	25422	-0.608	25422	25422	
17	34580947	34581047	m6Ainputs.168810	-0.415	+	-2.73	-1.56	6.33	-1.15	-2.58	0.0019	ENSG00000181291	TMEM132E	Exon	None	N	34580997	-56518	-1.23	56518	-56518	
17	34626373	34626572	m6Ainputs.168810	-0.421	+	-5.5	-4.12	3.5	-1.32	-2.85	3.20E-06	ENSG00000181291	TMEM132E	Exon	None	N	34626472	-11043	-1.23	11043	-11043	
17	34637192	34637838	m6Ainputs.168810	-1.23	+	-7.55	-6.97	24.9	-1.78	-3.49	2.80E-08	ENSG00000181291	TMEM132E	Exon	Down	Y	34637515	0	-1.23	0	0	
17	34637986	34638384	m6Ainputs.168810	-0.238	+	-8.85	-8.19	11.8	-0.488	-1.3	1.40E-09	ENSG00000181291	TMEM132E	Exon	None	N	34638185	670	-1.23	670	670	
17	40342180	40342680	m6Ainputs.170327	-0.587	-	-10	-9.27	6.9	-434	-434	1.00E-10	ENSG00000265666	RARA-AS1	Exon	Down	N	40342430	-49	-1.01	49	-49	
17	40342429	40342529	m6Ainputs.170326	-1.01	+	-4.58	-4.17	6.78	-5.84	-8.41	2.60E-05	ENSG00000265666	RARA-AS1	Exon	Down	Y	40342479	0	-1.01	0	0	
17	77319848	77320048	m6Ainputs.178287	-1.26	+	-14.3	-13.2	5.18	-3.93	-6.18	5.00E-15	ENSG00000184640	Sep-09	Exon	Down	Y	77319948	0	-1.26	0	0	
17	77402109	77402260	m6Ainputs.178287	-0.38	+	-31	-28.7	10.3	0	-0.154	1.00E-31	ENSG00000184640	Sep-09	Exon	None	N	77402184	82236	-1.26	82236	82236	
17	77402358	77402609	m6Ainputs.178287	-0.422	+	-31	-28.7	2.78	-0.328	-0.927	1.00E-31	ENSG00000184640	Sep-09	Exon	None	N	77402483	82535	-1.26	82535	82535	
17	77450630	77450781	m6Ainputs.178287	0.466	+	-15.5	-14.4	1.77	-0.646	-1.64	3.20E-16	ENSG00000184640	Sep-09	Exon	None	N	77450705	130757	-1.26	130757	130757	
